Date,Year,Week,Accident and Emergency,ICU,Pediatric,Maternity,General,Acute Care,Orthopedic,Executive and VVIP,Admission
2005-04-07,2005,14,97,83,67,68,60,55,45,26,17
2005-04-08,2005,14,100,79,68,65,57,54,45,25,17
2005-04-09,2005,15,96,79,75,60,50,45,43,33,16
2005-04-10,2005,15,95,73,78,57,59,49,36,31,18
2005-04-11,2005,15,95,73,77,56,58,55,40,28,17
2005-04-12,2005,15,95,90,65,64,55,52,35,32,19
2005-04-13,2005,15,105,86,70,62,48,46,40,34,20
2005-04-14,2005,15,99,90,65,66,49,53,42,31,19
2005-04-15,2005,15,103,89,76,62,58,55,42,25,18
2005-04-16,2005,16,96,75,65,61,53,45,43,27,18
2005-04-17,2005,16,102,77,74,67,55,50,41,28,16
2005-04-18,2005,16,95,82,66,67,59,50,45,32,16
2005-04-19,2005,16,96,87,79,61,48,49,36,26,20
2005-04-20,2005,16,102,89,64,67,55,54,43,35,17
2005-04-21,2005,16,104,76,76,63,59,45,37,34,18
2005-04-22,2005,16,101,81,74,56,59,48,38,27,16
2005-04-23,2005,17,100,90,76,59,50,46,42,33,16
2005-04-24,2005,17,105,80,79,61,57,50,39,25,17
2005-04-25,2005,17,104,76,67,65,55,49,38,30,20
2005-04-26,2005,17,105,85,72,59,48,54,41,27,17
2005-04-27,2005,17,100,79,79,69,60,52,43,31,20
2005-04-28,2005,17,97,72,71,62,49,51,41,33,19
2005-04-29,2005,17,96,72,72,67,52,49,43,28,16
2005-04-30,2005,18,95,82,65,65,51,48,38,29,17
2005-05-01,2005,18,101,76,67,63,53,45,35,33,19
2005-05-02,2005,18,105,88,67,60,58,51,41,31,20
2005-05-03,2005,18,102,77,69,67,48,47,43,29,19
2005-05-04,2005,18,96,77,66,61,59,52,40,32,20
2005-05-05,2005,18,98,73,75,56,50,47,41,33,17
2005-05-06,2005,18,96,72,78,56,60,51,41,25,19
2005-05-07,2005,19,103,79,71,68,48,48,39,33,16
2005-05-08,2005,19,99,82,69,69,50,50,44,31,17
2005-05-09,2005,19,104,90,66,68,50,55,36,26,19
2005-05-10,2005,19,98,79,76,67,54,50,40,25,20
2005-05-11,2005,19,97,87,67,65,52,53,41,35,20
2005-05-12,2005,19,104,72,74,58,49,54,43,34,19
2005-05-13,2005,19,103,73,76,65,58,46,40,29,18
2005-05-14,2005,20,99,79,70,58,51,49,43,34,18
2005-05-15,2005,20,98,85,64,62,54,52,43,27,17
2005-05-16,2005,20,97,73,71,67,60,49,40,32,18
2005-05-17,2005,20,98,87,80,66,54,49,35,32,20
2005-05-18,2005,20,96,84,67,60,50,52,37,33,16
2005-05-19,2005,20,98,84,76,70,48,53,40,34,16
2005-05-20,2005,20,105,73,73,65,60,52,37,34,19
2005-05-21,2005,21,102,84,79,64,48,55,41,35,20
2005-05-22,2005,21,102,75,65,63,50,55,35,32,19
2005-05-23,2005,21,98,77,67,58,53,49,39,29,18
2005-05-24,2005,21,96,88,73,59,58,50,39,26,20
2005-05-25,2005,21,102,89,66,62,57,55,38,33,18
2005-05-26,2005,21,99,78,68,62,54,48,45,28,20
2005-05-27,2005,21,105,82,72,60,56,48,39,30,18
2005-05-28,2005,22,95,72,76,57,53,45,37,32,18
2005-05-29,2005,22,98,74,71,61,53,45,42,27,19
2005-05-30,2005,22,96,87,78,70,50,49,35,29,20
2005-05-31,2005,22,100,88,80,59,56,51,44,27,16
2005-06-01,2005,22,100,86,72,58,51,47,37,27,20
2005-06-02,2005,22,101,84,76,57,60,54,38,30,16
2005-06-03,2005,22,97,84,70,62,52,49,44,29,20
2005-06-04,2005,23,100,100,97,71,79,55,38,29,23
2005-06-05,2005,23,103,99,110,76,83,51,41,29,23
2005-06-06,2005,23,95,91,106,82,80,55,41,30,24
2005-06-07,2005,23,99,91,110,74,78,46,40,34,20
2005-06-08,2005,23,99,92,110,84,83,45,37,29,23
2005-06-09,2005,23,98,105,96,82,72,55,38,27,20
2005-06-10,2005,23,96,90,99,83,80,48,35,28,20
2005-06-11,2005,24,97,92,110,82,80,45,40,35,23
2005-06-12,2005,24,100,96,96,76,81,55,37,25,24
2005-06-13,2005,24,97,101,102,78,79,53,45,28,21
2005-06-14,2005,24,102,93,107,71,76,50,37,29,20
2005-06-15,2005,24,100,93,103,84,82,49,45,25,21
2005-06-16,2005,24,101,96,105,78,76,54,35,30,24
2005-06-17,2005,24,96,107,112,77,79,49,37,34,22
2005-06-18,2005,25,104,108,106,72,72,50,38,31,21
2005-06-19,2005,25,97,105,99,73,80,45,40,35,22
2005-06-20,2005,25,98,94,110,80,77,55,36,35,22
2005-06-21,2005,25,99,95,112,73,83,50,38,25,23
2005-06-22,2005,25,98,108,102,80,80,54,41,34,23
2005-06-23,2005,25,101,107,110,72,77,46,45,33,20
2005-06-24,2005,25,96,101,104,73,82,46,39,26,21
2005-06-25,2005,26,104,105,109,75,84,54,43,28,20
2005-06-26,2005,26,99,102,100,84,75,53,45,26,24
2005-06-27,2005,26,97,102,110,77,78,52,42,29,21
2005-06-28,2005,26,103,100,97,72,77,45,36,35,23
2005-06-29,2005,26,105,107,111,73,72,54,44,32,20
2005-06-30,2005,26,100,98,111,81,81,50,42,30,21
2005-07-01,2005,26,105,104,105,82,84,50,35,31,22
2005-07-02,2005,27,100,107,102,83,78,47,38,28,22
2005-07-03,2005,27,103,106,101,78,76,55,38,26,21
2005-07-04,2005,27,104,97,108,79,84,50,36,29,24
2005-07-05,2005,27,102,107,106,72,76,54,40,30,23
2005-07-06,2005,27,104,96,110,70,75,54,42,35,23
2005-07-07,2005,27,95,93,100,80,80,46,35,26,21
2005-07-08,2005,27,96,97,110,79,76,49,42,26,23
2005-07-09,2005,28,102,93,97,70,75,48,35,27,20
2005-07-10,2005,28,95,95,104,75,74,50,44,34,22
2005-07-11,2005,28,102,92,112,78,73,47,38,31,23
2005-07-12,2005,28,101,107,111,83,74,46,45,34,21
2005-07-13,2005,28,103,104,98,76,76,55,44,31,22
2005-07-14,2005,28,100,102,101,83,83,55,38,27,23
2005-07-15,2005,28,96,102,98,74,77,50,45,27,24
2005-07-16,2005,29,104,99,96,72,77,55,41,26,20
2005-07-17,2005,29,103,98,104,78,79,53,37,30,20
2005-07-18,2005,29,96,99,105,75,74,49,42,29,23
2005-07-19,2005,29,97,101,99,75,78,53,37,33,21
2005-07-20,2005,29,95,101,100,79,73,45,38,27,21
2005-07-21,2005,29,98,95,103,70,75,51,45,31,20
2005-07-22,2005,29,104,98,108,83,81,49,41,34,22
2005-07-23,2005,30,103,96,96,82,79,49,39,28,20
2005-07-24,2005,30,97,93,108,74,79,47,35,27,21
2005-07-25,2005,30,96,104,110,84,73,53,36,30,20
2005-07-26,2005,30,100,93,98,84,81,45,45,30,24
2005-07-27,2005,30,96,102,107,75,73,52,40,28,20
2005-07-28,2005,30,103,96,100,77,81,51,44,33,20
2005-07-29,2005,30,101,93,105,80,83,46,39,33,24
2005-07-30,2005,31,103,108,100,75,75,46,36,34,22
2005-07-31,2005,31,99,103,102,71,77,45,44,25,20
2005-08-01,2005,31,100,108,97,78,79,54,44,30,23
2005-08-02,2005,31,100,100,98,70,80,45,37,31,23
2005-08-03,2005,31,103,105,108,71,80,54,41,34,20
2005-08-04,2005,31,100,100,106,81,84,48,43,34,24
2005-08-05,2005,31,103,101,103,76,82,50,36,33,23
2005-08-06,2005,32,95,92,108,79,75,48,35,28,24
2005-08-07,2005,32,96,104,96,77,82,51,43,29,24
2005-08-08,2005,32,99,94,102,80,80,51,44,27,24
2005-08-09,2005,32,105,91,99,75,72,49,36,25,24
2005-08-10,2005,32,100,104,102,80,77,52,35,29,24
2005-08-11,2005,32,98,107,99,77,73,49,37,27,20
2005-08-12,2005,32,97,95,99,80,78,55,42,32,24
2005-08-13,2005,33,100,104,103,82,75,52,42,30,20
2005-08-14,2005,33,103,107,101,83,72,46,37,31,23
2005-08-15,2005,33,101,105,99,70,75,52,43,33,24
2005-08-16,2005,33,103,106,110,75,73,54,37,27,24
2005-08-17,2005,33,100,99,107,74,77,48,45,28,21
2005-08-18,2005,33,105,108,109,76,76,51,44,30,23
2005-08-19,2005,33,101,90,104,79,77,52,39,35,20
2005-08-20,2005,34,102,97,98,77,82,49,41,28,23
2005-08-21,2005,34,105,105,99,73,84,50,36,35,24
2005-08-22,2005,34,97,91,106,83,77,49,44,29,21
2005-08-23,2005,34,102,104,97,74,74,55,42,25,23
2005-08-24,2005,34,95,100,112,77,74,46,41,35,20
2005-08-25,2005,34,104,104,108,79,75,49,43,27,24
2005-08-26,2005,34,99,98,107,71,77,52,38,33,24
2005-08-27,2005,35,101,106,108,70,75,54,35,34,23
2005-08-28,2005,35,101,103,103,74,78,54,38,25,20
2005-08-29,2005,35,99,95,96,82,72,49,39,34,22
2005-08-30,2005,35,105,108,98,84,81,46,40,34,20
2005-08-31,2005,35,101,93,101,81,80,53,44,26,22
2005-09-01,2005,35,96,107,112,84,84,55,40,26,22
2005-09-02,2005,35,96,103,112,73,84,53,41,30,23
2005-09-03,2005,36,102,104,112,71,77,46,35,31,24
2005-09-04,2005,36,98,98,102,77,73,50,40,31,24
2005-09-05,2005,36,105,108,109,76,81,47,36,25,24
2005-09-06,2005,36,104,90,97,79,75,50,37,31,21
2005-09-07,2005,36,102,94,104,70,74,48,41,28,21
2005-09-08,2005,36,101,108,100,78,82,53,44,33,22
2005-09-09,2005,36,100,92,110,70,80,50,45,35,20
2005-09-10,2005,37,102,82,93,42,46,53,39,25,20
2005-09-11,2005,37,97,86,89,46,47,54,37,26,17
2005-09-12,2005,37,102,74,90,43,45,47,41,29,18
2005-09-13,2005,37,104,87,83,43,46,49,44,33,17
2005-09-14,2005,37,101,82,86,54,38,51,44,30,18
2005-09-15,2005,37,105,79,96,56,44,53,43,32,19
2005-09-16,2005,37,98,77,89,43,39,48,44,31,18
2005-09-17,2005,38,95,75,81,53,39,55,36,25,18
2005-09-18,2005,38,99,81,96,51,44,54,43,29,20
2005-09-19,2005,38,105,85,95,53,37,53,35,33,20
2005-09-20,2005,38,101,86,83,43,36,50,38,27,19
2005-09-21,2005,38,102,86,94,52,41,50,40,32,19
2005-09-22,2005,38,104,86,89,44,37,45,36,28,20
2005-09-23,2005,38,102,73,82,56,43,49,38,33,18
2005-09-24,2005,39,98,77,85,51,48,50,45,32,18
2005-09-25,2005,39,105,89,82,52,39,49,42,26,19
2005-09-26,2005,39,98,83,90,55,44,48,37,26,19
2005-09-27,2005,39,102,86,82,53,39,50,39,32,19
2005-09-28,2005,39,99,79,87,42,46,54,43,27,19
2005-09-29,2005,39,101,81,89,42,46,46,41,27,18
2005-09-30,2005,39,98,80,94,56,36,45,35,25,17
2005-10-01,2005,40,104,85,86,45,37,46,36,35,19
2005-10-02,2005,40,103,80,89,53,36,45,42,32,16
2005-10-03,2005,40,96,76,96,52,46,45,38,33,17
2005-10-04,2005,40,102,78,85,46,48,47,39,29,18
2005-10-05,2005,40,95,72,90,45,44,48,36,29,18
2005-10-06,2005,40,95,83,85,45,47,54,44,34,20
2005-10-07,2005,40,103,81,96,50,48,52,37,26,17
2005-10-08,2005,41,99,72,94,45,47,47,38,27,16
2005-10-09,2005,41,102,77,92,48,39,51,35,29,17
2005-10-10,2005,41,98,84,87,46,45,48,43,32,19
2005-10-11,2005,41,101,85,84,52,38,46,38,34,19
2005-10-12,2005,41,96,75,86,49,41,46,39,33,19
2005-10-13,2005,41,103,82,95,44,36,50,35,27,19
2005-10-14,2005,41,98,83,88,42,37,45,40,30,20
2005-10-15,2005,42,104,85,80,46,45,48,41,35,17
2005-10-16,2005,42,98,72,88,42,37,53,38,26,20
2005-10-17,2005,42,96,76,86,53,37,46,37,32,20
2005-10-18,2005,42,99,72,84,56,42,52,41,34,17
2005-10-19,2005,42,102,89,92,46,46,53,35,30,20
2005-10-20,2005,42,101,78,81,45,44,55,39,25,19
2005-10-21,2005,42,98,89,96,56,42,47,37,35,17
2005-10-22,2005,43,105,90,84,43,43,48,44,31,16
2005-10-23,2005,43,100,88,80,46,41,54,38,34,17
2005-10-24,2005,43,103,76,81,42,39,51,42,30,20
2005-10-25,2005,43,96,76,95,53,39,45,45,27,17
2005-10-26,2005,43,104,77,83,52,43,50,43,28,20
2005-10-27,2005,43,104,89,84,49,36,51,40,32,18
2005-10-28,2005,43,104,75,81,51,42,55,44,31,16
2005-10-29,2005,44,101,81,90,56,41,55,39,33,19
2005-10-30,2005,44,105,77,94,53,41,54,38,27,19
2005-10-31,2005,44,105,88,89,53,48,53,42,27,18
2005-11-01,2005,44,99,90,96,52,40,46,35,29,17
2005-11-02,2005,44,105,90,91,55,46,49,39,32,19
2005-11-03,2005,44,104,86,90,42,38,47,42,32,19
2005-11-04,2005,44,97,89,92,42,39,50,39,28,17
2005-11-05,2005,45,105,83,84,53,38,54,38,33,17
2005-11-06,2005,45,99,86,89,47,39,53,39,32,18
2005-11-07,2005,45,105,77,94,52,47,50,37,33,16
2005-11-08,2005,45,99,75,88,51,39,54,42,25,19
2005-11-09,2005,45,100,85,94,48,37,54,44,31,17
2005-11-10,2005,45,95,72,95,54,42,51,42,35,16
2005-11-11,2005,45,104,78,94,48,46,54,43,33,16
2005-11-12,2005,46,97,85,82,42,37,46,44,31,17
2005-11-13,2005,46,95,81,88,55,40,55,41,29,18
2005-11-14,2005,46,96,79,82,42,37,50,39,31,20
2005-11-15,2005,46,99,75,92,42,42,55,39,32,19
2005-11-16,2005,46,102,80,81,51,45,49,38,25,20
2005-11-17,2005,46,103,80,86,49,47,54,39,28,20
2005-11-18,2005,46,105,82,86,51,36,51,41,31,17
2005-11-19,2005,47,97,73,94,42,45,50,43,34,18
2005-11-20,2005,47,103,80,87,44,42,51,39,29,16
2005-11-21,2005,47,98,74,89,43,44,54,44,29,17
2005-11-22,2005,47,100,82,81,49,40,55,38,31,19
2005-11-23,2005,47,99,80,95,47,38,54,43,28,20
2005-11-24,2005,47,101,72,91,51,44,51,40,28,16
2005-11-25,2005,47,97,77,84,55,47,50,44,31,16
2005-11-26,2005,48,97,107,88,66,44,52,45,27,21
2005-11-27,2005,48,96,103,84,67,37,53,39,30,21
2005-11-28,2005,48,95,106,82,57,46,48,37,29,21
2005-11-29,2005,48,101,108,96,58,40,55,37,35,21
2005-11-30,2005,48,98,103,80,70,47,54,35,29,21
2005-12-01,2005,48,105,102,95,59,36,50,36,35,24
2005-12-02,2005,48,99,103,93,66,47,53,42,28,21
2005-12-03,2005,49,98,102,90,57,43,45,44,35,23
2005-12-04,2005,49,95,101,80,64,36,49,39,35,24
2005-12-05,2005,49,97,102,89,60,36,55,37,33,21
2005-12-06,2005,49,96,95,81,56,48,49,42,35,23
2005-12-07,2005,49,99,92,81,63,38,52,43,32,23
2005-12-08,2005,49,95,101,89,63,44,48,43,29,22
2005-12-09,2005,49,98,101,95,59,44,45,38,29,21
2005-12-10,2005,50,98,108,96,56,42,50,44,27,20
2005-12-11,2005,50,100,108,83,63,44,45,45,30,23
2005-12-12,2005,50,100,95,87,56,41,48,43,25,20
2005-12-13,2005,50,97,95,87,62,46,48,37,27,21
2005-12-14,2005,50,103,107,86,67,37,54,36,31,23
2005-12-15,2005,50,102,105,85,61,43,51,44,31,24
2005-12-16,2005,50,98,98,93,65,37,54,44,26,23
2005-12-17,2005,51,105,92,84,64,48,52,36,35,22
2005-12-18,2005,51,103,103,89,66,37,47,35,31,23
2005-12-19,2005,51,100,96,86,64,38,54,40,25,20
2005-12-20,2005,51,96,90,94,60,39,49,45,34,22
2005-12-21,2005,51,99,99,86,60,43,51,45,25,23
2005-12-22,2005,51,101,108,87,63,41,47,35,26,24
2005-12-23,2005,51,102,104,93,62,45,54,40,33,22
2005-12-24,2005,52,97,92,95,67,45,53,37,28,24
2005-12-25,2005,52,102,101,87,64,37,55,42,30,21
2005-12-26,2005,52,103,104,88,67,37,54,36,35,24
2005-12-27,2005,52,101,98,87,60,44,50,43,27,22
2005-12-28,2005,52,99,100,93,67,44,51,44,28,20
2005-12-29,2005,52,99,106,94,61,47,49,39,29,22
2005-12-30,2005,52,99,97,86,68,39,50,45,31,24
2005-12-31,2005,53,104,93,87,57,40,49,43,28,21
2006-01-01,2006,1,96,97,95,59,38,49,42,33,23
2006-01-02,2006,1,97,92,95,67,41,49,39,28,21
2006-01-03,2006,1,96,108,93,69,39,54,36,34,21
2006-01-04,2006,1,98,92,89,64,36,50,40,33,24
2006-01-05,2006,1,102,103,93,64,44,47,44,25,23
2006-01-06,2006,1,98,106,84,63,42,53,38,25,20
2006-01-07,2006,1,104,100,89,60,45,50,43,32,20
2006-01-08,2006,2,103,92,93,60,44,45,35,35,21
2006-01-09,2006,2,95,108,88,68,47,52,44,34,20
2006-01-10,2006,2,104,92,85,58,47,46,42,31,21
2006-01-11,2006,2,98,99,87,67,46,46,44,31,20
2006-01-12,2006,2,98,94,82,66,44,52,41,25,23
2006-01-13,2006,2,100,99,80,70,39,48,38,31,23
2006-01-14,2006,2,96,98,92,59,37,50,43,31,21
2006-01-15,2006,3,96,105,89,65,37,54,37,30,20
2006-01-16,2006,3,105,108,85,57,45,46,42,33,20
2006-01-17,2006,3,105,106,86,67,42,54,39,32,20
2006-01-18,2006,3,103,91,91,57,44,52,42,27,21
2006-01-19,2006,3,102,107,80,63,38,49,40,33,22
2006-01-20,2006,3,105,90,92,63,40,49,45,35,21
2006-01-21,2006,3,96,93,80,63,41,53,41,29,24
2006-01-22,2006,4,99,107,96,66,37,52,40,27,24
2006-01-23,2006,4,96,98,88,67,45,51,35,25,20
2006-01-24,2006,4,97,94,91,64,46,47,39,35,20
2006-01-25,2006,4,99,92,89,70,39,45,45,35,20
2006-01-26,2006,4,99,97,94,68,41,55,44,29,22
2006-01-27,2006,4,96,101,83,60,46,46,36,28,24
2006-01-28,2006,4,99,103,95,61,36,55,45,28,23
2006-01-29,2006,5,95,91,85,68,42,53,41,35,22
2006-01-30,2006,5,101,108,96,64,42,50,45,34,21
2006-01-31,2006,5,105,102,81,64,43,48,40,32,20
2006-02-01,2006,5,95,98,89,58,38,50,40,34,21
2006-02-02,2006,5,95,93,94,60,42,46,44,28,20
2006-02-03,2006,5,103,99,83,62,46,55,45,29,21
2006-02-04,2006,5,95,91,82,69,44,53,35,35,20
2006-02-05,2006,6,101,106,87,66,37,53,43,27,22
2006-02-06,2006,6,99,94,88,69,36,48,45,32,23
2006-02-07,2006,6,103,90,81,65,45,52,35,27,24
2006-02-08,2006,6,103,90,82,68,40,48,45,28,24
2006-02-09,2006,6,102,101,86,60,47,54,45,29,23
2006-02-10,2006,6,102,105,92,58,45,46,38,27,21
2006-02-11,2006,6,97,100,96,67,44,48,40,29,24
2006-02-12,2006,7,102,99,82,56,44,51,44,33,21
2006-02-13,2006,7,103,100,96,58,43,55,41,35,21
2006-02-14,2006,7,103,98,83,69,47,53,39,28,21
2006-02-15,2006,7,99,101,92,65,44,46,42,26,24
2006-02-16,2006,7,100,107,92,62,36,49,45,30,24
2006-02-17,2006,7,101,97,96,68,40,50,37,32,20
2006-02-18,2006,7,100,103,93,56,42,47,38,30,22
2006-02-19,2006,8,95,101,86,61,44,53,41,28,22
2006-02-20,2006,8,99,100,92,56,37,54,35,34,23
2006-02-21,2006,8,99,90,93,63,45,54,39,28,21
2006-02-22,2006,8,100,101,85,66,42,50,41,34,24
2006-02-23,2006,8,103,108,87,64,43,52,36,25,24
2006-02-24,2006,8,96,98,80,64,45,47,44,25,21
2006-02-25,2006,8,105,103,83,60,39,47,38,28,21
2006-02-26,2006,9,101,106,87,56,38,47,35,33,21
2006-02-27,2006,9,103,98,82,63,47,48,36,32,20
2006-02-28,2006,9,100,108,84,65,37,51,40,30,23
2006-03-01,2006,9,104,102,96,65,44,52,43,29,24
2006-03-02,2006,9,101,92,95,61,47,52,44,33,23
2006-03-03,2006,9,95,104,80,64,36,52,45,33,20
2006-03-04,2006,9,103,98,86,60,37,46,40,28,22
2006-03-05,2006,10,97,86,78,68,58,53,42,28,19
2006-03-06,2006,10,96,73,74,65,55,46,43,33,20
2006-03-07,2006,10,99,77,75,61,57,45,40,32,18
2006-03-08,2006,10,99,83,71,56,54,47,39,25,18
2006-03-09,2006,10,95,84,75,62,50,48,44,28,17
2006-03-10,2006,10,99,75,71,68,60,49,37,31,16
2006-03-11,2006,10,98,79,72,65,48,53,43,31,16
2006-03-12,2006,11,102,82,74,62,51,52,40,25,16
2006-03-13,2006,11,95,77,80,67,56,54,40,25,18
2006-03-14,2006,11,95,77,75,66,54,53,38,28,17
2006-03-15,2006,11,98,81,75,57,58,49,38,29,19
2006-03-16,2006,11,102,89,69,62,48,49,42,34,20
2006-03-17,2006,11,102,87,80,64,51,48,38,31,16
2006-03-18,2006,11,98,84,74,58,55,55,37,33,20
2006-03-19,2006,12,103,78,80,67,55,49,39,29,19
2006-03-20,2006,12,101,76,67,60,56,46,35,32,19
2006-03-21,2006,12,95,89,79,59,57,48,37,31,17
2006-03-22,2006,12,99,84,75,68,57,47,38,35,16
2006-03-23,2006,12,100,75,78,60,58,53,43,31,20
2006-03-24,2006,12,98,78,72,56,56,54,44,29,18
2006-03-25,2006,12,98,87,68,57,60,52,41,32,20
2006-03-26,2006,13,102,82,71,57,57,49,44,27,20
2006-03-27,2006,13,96,90,66,56,49,52,39,29,16
2006-03-28,2006,13,105,74,74,67,56,54,36,28,20
2006-03-29,2006,13,99,76,73,64,51,50,36,25,17
2006-03-30,2006,13,105,75,65,56,51,54,39,25,17
2006-03-31,2006,13,99,77,68,65,51,45,40,27,19
2006-04-01,2006,13,104,73,72,61,52,47,39,35,18
2006-04-02,2006,14,97,76,69,63,52,48,43,35,20
2006-04-03,2006,14,103,86,74,66,59,47,39,32,17
2006-04-04,2006,14,95,78,71,58,54,55,38,32,16
2006-04-05,2006,14,105,83,69,57,50,55,43,26,17
2006-04-06,2006,14,104,80,65,63,57,52,39,31,18
2006-04-07,2006,14,102,82,74,58,52,50,41,34,18
2006-04-08,2006,14,95,74,72,65,57,45,45,25,18
2006-04-09,2006,15,100,81,73,60,57,45,40,27,20
2006-04-10,2006,15,98,87,70,69,50,53,43,26,16
2006-04-11,2006,15,100,88,72,58,60,50,43,30,17
2006-04-12,2006,15,100,73,74,57,53,54,38,33,19
2006-04-13,2006,15,97,89,68,67,51,47,42,32,16
2006-04-14,2006,15,100,72,75,64,55,47,45,32,17
2006-04-15,2006,15,105,82,70,58,60,50,45,27,16
2006-04-16,2006,16,102,75,66,56,57,46,42,29,16
2006-04-17,2006,16,100,79,65,70,50,55,43,26,18
2006-04-18,2006,16,105,76,67,62,50,55,43,32,18
2006-04-19,2006,16,98,89,67,69,59,48,39,35,18
2006-04-20,2006,16,104,80,78,59,55,55,35,25,20
2006-04-21,2006,16,102,80,74,61,52,48,42,30,19
2006-04-22,2006,16,103,79,74,69,49,45,45,28,19
2006-04-23,2006,17,100,73,78,68,60,48,35,29,16
2006-04-24,2006,17,104,82,68,61,57,48,44,32,20
2006-04-25,2006,17,104,85,67,63,59,47,44,32,20
2006-04-26,2006,17,105,73,75,57,52,51,43,31,18
2006-04-27,2006,17,97,76,70,57,49,52,42,33,19
2006-04-28,2006,17,100,81,64,64,51,51,35,30,17
2006-04-29,2006,17,99,85,66,66,48,45,40,29,20
2006-04-30,2006,18,104,86,77,60,55,47,40,35,16
2006-05-01,2006,18,100,84,68,63,53,50,42,29,18
2006-05-02,2006,18,103,84,75,64,48,55,45,28,19
2006-05-03,2006,18,102,81,75,57,54,53,44,27,19
2006-05-04,2006,18,100,81,74,66,50,45,44,30,18
2006-05-05,2006,18,98,81,77,56,57,47,40,26,18
2006-05-06,2006,18,98,82,64,66,51,55,36,30,18
2006-05-07,2006,19,105,72,80,61,51,47,44,35,20
2006-05-08,2006,19,96,90,77,59,58,48,39,35,20
2006-05-09,2006,19,95,76,68,63,56,53,37,33,19
2006-05-10,2006,19,102,85,68,58,58,45,44,25,17
2006-05-11,2006,19,100,81,70,65,51,50,35,30,19
2006-05-12,2006,19,105,80,69,62,51,55,37,28,18
2006-05-13,2006,19,96,79,66,61,49,52,36,28,19
2006-05-14,2006,20,104,84,69,70,59,49,40,35,19
2006-05-15,2006,20,96,89,69,60,57,46,43,27,17
2006-05-16,2006,20,95,78,73,65,55,53,42,25,19
2006-05-17,2006,20,105,78,66,63,51,46,45,30,16
2006-05-18,2006,20,99,85,79,66,48,46,41,28,18
2006-05-19,2006,20,97,79,67,63,51,49,36,29,20
2006-05-20,2006,20,99,86,68,60,56,46,42,29,20
2006-05-21,2006,21,100,87,65,66,58,45,44,25,20
2006-05-22,2006,21,97,75,80,59,52,45,41,34,17
2006-05-23,2006,21,96,88,80,60,54,53,42,31,19
2006-05-24,2006,21,97,85,73,63,49,45,42,27,20
2006-05-25,2006,21,102,85,79,60,57,48,39,29,17
2006-05-26,2006,21,95,82,78,62,55,53,41,32,19
2006-05-27,2006,21,102,86,79,66,56,47,41,26,19
2006-05-28,2006,22,97,87,74,63,48,50,44,26,19
2006-05-29,2006,22,105,72,80,67,52,49,38,29,18
2006-05-30,2006,22,99,89,72,68,51,46,39,29,19
2006-05-31,2006,22,104,73,66,60,50,45,35,32,16
2006-06-01,2006,22,104,90,75,61,50,52,44,31,18
2006-06-02,2006,22,100,74,78,70,55,46,44,32,20
2006-06-03,2006,22,104,81,77,58,48,55,37,33,16
2006-06-04,2006,23,97,105,103,72,84,55,35,28,23
2006-06-05,2006,23,97,97,96,71,74,45,41,35,24
2006-06-06,2006,23,96,94,99,81,73,49,41,25,24
2006-06-07,2006,23,101,104,110,83,83,53,37,32,20
2006-06-08,2006,23,100,91,105,79,79,48,38,29,24
2006-06-09,2006,23,101,93,98,72,79,46,35,27,21
2006-06-10,2006,23,103,96,106,79,83,55,43,34,24
2006-06-11,2006,24,102,107,99,77,82,52,44,30,21
2006-06-12,2006,24,99,92,100,72,78,53,45,32,23
2006-06-13,2006,24,103,107,105,74,76,50,36,30,20
2006-06-14,2006,24,101,101,102,76,83,48,45,26,21
2006-06-15,2006,24,99,101,106,75,82,46,45,32,21
2006-06-16,2006,24,102,105,112,83,81,47,45,32,23
2006-06-17,2006,24,99,95,103,76,82,55,42,31,24
2006-06-18,2006,25,105,96,97,71,79,47,37,25,20
2006-06-19,2006,25,104,93,101,74,74,49,40,26,23
2006-06-20,2006,25,95,106,111,79,80,45,44,27,23
2006-06-21,2006,25,98,94,98,78,83,55,38,25,21
2006-06-22,2006,25,104,106,97,75,84,53,43,35,23
2006-06-23,2006,25,103,91,108,79,83,46,40,32,24
2006-06-24,2006,25,101,98,107,74,80,55,42,29,24
2006-06-25,2006,26,96,90,112,75,84,47,39,29,20
2006-06-26,2006,26,104,95,104,82,78,52,38,31,21
2006-06-27,2006,26,102,97,106,77,72,46,43,26,22
2006-06-28,2006,26,96,92,102,73,73,45,45,34,22
2006-06-29,2006,26,99,102,96,81,73,46,37,28,24
2006-06-30,2006,26,101,105,106,76,72,52,42,34,23
2006-07-01,2006,26,101,92,99,72,74,49,41,32,24
2006-07-02,2006,27,99,90,98,79,82,45,36,25,21
2006-07-03,2006,27,103,91,102,78,72,52,40,25,24
2006-07-04,2006,27,101,106,104,77,74,48,43,34,24
2006-07-05,2006,27,96,95,110,83,76,54,41,29,23
2006-07-06,2006,27,105,103,106,79,83,49,43,35,21
2006-07-07,2006,27,96,104,106,76,75,46,41,34,22
2006-07-08,2006,27,100,105,112,78,80,53,36,30,23
2006-07-09,2006,28,105,97,108,77,79,54,40,35,21
2006-07-10,2006,28,105,92,106,79,72,47,41,33,20
2006-07-11,2006,28,100,103,99,71,79,49,35,34,24
2006-07-12,2006,28,97,90,102,79,78,55,42,26,23
2006-07-13,2006,28,103,98,109,82,73,48,36,25,21
2006-07-14,2006,28,101,101,96,73,79,47,41,35,20
